annee_numero_tirage,jour_tirage,date_tirage,boule_1,boule_2,boule_3,boule_4,boule_5,etoile_1,etoile_2,boules_croissant,etoiles_croissant,nb_gagnants_r1_fr,nb_gagnants_r1_eu,rapport_r1
2004001,V,01/01/1970,32,16,29,41,36,9,7,16-29-32-36-41,7-9,1,1,15000000
2004002,V,01/01/1970,13,50,47,7,39,2,5,7-13-39-47-50,2-5,0,0,0
2004003,V,01/01/1970,37,19,18,14,31,5,4,14-18-19-31-37,4-5,0,0,0
2004004,V,01/01/1970,39,37,4,7,33,5,1,4-7-33-37-39,1-5,0,1,20678070
2004005,V,01/01/1970,44,47,15,28,24,4,5,15-24-28-44-47,4-5,0,0,0
2004006,V,01/01/1970,42,45,33,37,36,9,4,33-36-37-42-45,4-9,0,0,0
2004007,V,01/01/1970,23,43,3,4,10,2,4,3-4-10-23-43,2-4,0,0,0
2004008,V,01/01/1970,4,24,12,36,27,2,9,4-12-24-27-36,2-9,0,0,0
2004009,V,01/01/1970,23,19,10,1,4,2,8,1-4-10-19-23,2-8,0,1,25556285
2004010,V,01/01/1970,28,40,14,15,35,3,1,14-15-28-35-40,1-3,0,0,0
2004011,V,01/01/1970,45,21,6,49,10,5,3,6-10-21-45-49,3-5,0,0,0
2004012,V,01/01/1970,27,16,6,5,23,7,6,5-6-16-23-27,6-7,0,0,0
2004013,V,01/01/1970,38,36,15,16,21,1,5,15-16-21-36-38,1-5,0,0,0
2004014,V,01/01/1970,32,3,1,39,21,2,6,1-3-21-32-39,2-6,1,1,33816137
2004015,V,01/01/1970,37,39,29,15,49,4,9,15-29-37-39-49,4-9,1,1,10000000
2004016,V,01/01/1970,41,44,6,35,11,6,5,6-11-35-41-44,5-6,0,0,0
2004017,V,01/01/1970,41,42,34,13,9,7,3,9-13-34-41-42,3-7,1,1,12488171
2004018,V,01/01/1970,7,2,47,10,8,1,7,2-7-8-10-47,1-7,0,0,0
2004019,V,01/01/1970,28,2,40,23,43,6,2,2-23-28-40-43,2-6,0,1,12286876
2004020,V,01/01/1970,30,21,35,3,34,1,2,3-21-30-34-35,1-2,0,0,0
2004021,V,01/01/1970,4,28,24,23,34,1,3,4-23-24-28-34,1-3,0,0,0
2004022,V,01/01/1970,44,19,5,12,2,8,9,2-5-12-19-44,8-9,0,0,0
2004023,V,01/01/1970,26,50,31,24,38,8,5,24-26-31-38-50,5-8,0,0,0
2004024,V,01/01/1970,10,27,7,34,31,8,3,7-10-27-31-34,3-8,0,0,0
2004025,V,01/01/1970,50,10,9,19,37,6,1,9-10-19-37-50,1-6,0,0,0
2004026,V,01/01/1970,5,35,44,15,24,6,5,5-15-24-35-44,5-6,1,1,24746858
2004027,V,01/01/1970,20,27,41,43,50,5,8,20-27-41-43-50,5-8,0,0,0
2004028,V,01/01/1970,27,10,35,9,6,6,8,6-9-10-27-35,6-8,0,0,0
2004029,V,01/01/1970,28,1,44,22,11,1,9,1-11-22-28-44,1-9,0,0,0
2004030,V,01/01/1970,14,12,15,34,8,7,6,8-12-14-15-34,6-7,0,0,0
2004031,V,01/01/1970,5,38,36,25,33,5,2,5-25-33-36-38,2-5,0,0,0
2004032,V,01/01/1970,41,39,15,18,29,8,5,15-18-29-39-41,5-8,0,0,0
2004033,V,01/01/1970,48,21,26,27,44,1,7,21-26-27-44-48,1-7,0,0,0
2004034,V,01/01/1970,48,20,45,21,12,6,5,12-20-21-45-48,5-6,0,1,29785269
2004035,V,01/01/1970,12,10,48,1,16,2,6,1-10-12-16-48,2-6,0,0,0
2004036,V,01/01/1970,37,21,14,43,22,5,8,14-21-22-37-43,5-8,0,0,0
2004037,V,01/01/1970,9,25,1,40,23,3,9,1-9-23-25-40,3-9,0,1,25059130
2004038,V,01/01/1970,32,1,38,35,8,9,4,1-8-32-35-38,4-9,0,0,0
2004039,V,01/01/1970,25,42,49,19,6,1,7,6-19-25-42-49,1-7,0,0,0
2004040,V,01/01/1970,12,13,4,32,11,9,3,4-11-12-13-32,3-9,0,0,0
2004041,V,01/01/1970,37,29,34,18,1,6,2,1-18-29-34-37,2-6,0,0,0
2004042,V,01/01/1970,24,1,34,4,36,8,6,1-4-24-34-36,6-8,0,1,43756502
2004043,V,01/01/1970,15,42,11,1,49,4,3,1-11-15-42-49,3-4,0,0,0
2004044,V,01/01/1970,3,13,43,1,16,7,2,1-3-13-16-43,2-7,0,0,0
2004045,V,01/01/1970,49,22,19,15,46,9,2,15-19-22-46-49,2-9,1,1,26215627
2004046,V,01/01/1970,3,27,29,4,37,6,5,3-4-27-29-37,5-6,0,1,10000000
2004047,V,01/01/1970,8,7,47,25,24,8,9,7-8-24-25-47,8-9,0,0,0
2005001,V,01/01/1970,50,27,47,3,23,3,2,3-23-27-47-50,2-3,0,0,0
2005002,V,01/01/1970,11,14,29,6,19,3,1,6-11-14-19-29,1-3,1,2,13003681
2005003,V,01/01/1970,12,14,10,26,24,8,5,10-12-14-24-26,5-8,0,0,0
2005004,V,01/01/1970,26,21,7,43,45,5,7,7-21-26-43-45,5-7,0,0,0
2005005,V,01/01/1970,11,1,40,30,8,7,8,1-8-11-30-40,7-8,0,0,0
2005006,V,01/01/1970,11,13,25,32,50,7,4,11-13-25-32-50,4-7,1,1,34776948
2005007,V,01/01/1970,32,46,20,21,26,8,9,20-21-26-32-46,8-9,0,1,10000000
2005008,V,01/01/1970,43,3,27,44,30,8,4,3-27-30-43-44,4-8,0,0,0
2005009,V,01/01/1970,12,32,37,39,24,7,9,12-24-32-37-39,7-9,0,0,0
2005010,V,01/01/1970,40,12,43,23,8,1,4,8-12-23-40-43,1-4,0,0,0
2005011,V,01/01/1970,48,39,23,6,43,5,7,6-23-39-43-48,5-7,0,0,0
2005012,V,01/01/1970,29,33,38,4,37,9,6,4-29-33-37-38,6-9,0,0,0
2005013,V,01/01/1970,26,44,47,25,41,3,7,25-26-41-44-47,3-7,0,0,0
2005014,V,01/01/1970,31,50,25,11,7,3,1,7-11-25-31-50,1-3,0,1,64040749
2005015,V,01/01/1970,6,31,42,38,28,9,3,6-28-31-38-42,3-9,0,0,0
2005016,V,01/01/1970,13,10,24,47,3,9,5,3-10-13-24-47,5-9,0,2,11874779
2005017,V,01/01/1970,42,35,9,3,39,1,8,3-9-35-39-42,1-8,0,0,0
2005018,V,01/01/1970,44,21,12,7,26,6,8,7-12-21-26-44,6-8,0,0,0
2005019,V,01/01/1970,12,40,31,17,32,9,2,12-17-31-32-40,2-9,0,0,0
2005020,V,01/01/1970,28,6,47,7,13,8,5,6-7-13-28-47,5-8,0,1,43020745
2005021,V,01/01/1970,50,48,31,2,24,9,4,2-24-31-48-50,4-9,0,0,0
2005022,V,01/01/1970,8,11,3,17,50,5,1,3-8-11-17-50,1-5,0,0,0
2005023,V,01/01/1970,37,32,47,7,6,7,1,6-7-32-37-47,1-7,0,0,0
2005024,V,01/01/1970,8,4,10,21,18,7,1,4-8-10-18-21,1-7,0,0,0
2005025,V,01/01/1970,6,15,8,14,45,7,8,6-8-14-15-45,7-8,0,0,0
2005026,V,01/01/1970,23,28,5,4,25,3,4,4-5-23-25-28,3-4,0,0,0
2005027,V,01/01/1970,42,46,36,35,49,8,2,35-36-42-46-49,2-8,0,0,0
2005028,V,01/01/1970,42,23,1,11,12,6,3,1-11-12-23-42,3-6,0,0,0
2005029,V,01/01/1970,49,14,41,3,48,1,4,3-14-41-48-49,1-4,0,0,0
2005030,V,01/01/1970,50,3,19,49,26,5,4,3-19-26-49-50,4-5,0,1,115436126
2005031,V,01/01/1970,21,11,2,22,30,4,6,2-11-21-22-30,4-6,0,0,0
2005032,V,01/01/1970,37,23,40,15,30,7,9,15-23-30-37-40,7-9,0,0,0
2005033,V,01/01/1970,41,29,11,24,31,3,1,11-24-29-31-41,1-3,0,0,0
2005034,V,01/01/1970,29,35,40,41,9,6,1,9-29-35-40-41,1-6,0,0,0
2005035,V,01/01/1970,43,3,4,50,14,3,6,3-4-14-43-50,3-6,0,0,0
2005036,V,01/01/1970,31,12,50,19,8,7,6,8-12-19-31-50,6-7,0,0,0
2005037,V,01/01/1970,19,38,12,13,21,3,9,12-13-19-21-38,3-9,1,1,75888514
2005038,V,01/01/1970,1,31,34,26,47,4,9,1-26-31-34-47,4-9,0,0,0
2005039,V,01/01/1970,11,50,48,6,47,1,6,6-11-47-48-50,1-6,1,4,6266595
2005040,V,01/01/1970,26,44,21,13,2,3,9,2-13-21-26-44,3-9,0,2,7500000
2005041,V,01/01/1970,10,19,11,23,20,6,1,10-11-19-20-23,1-6,0,1,15000000
2005042,V,01/01/1970,19,14,33,1,29,1,8,1-14-19-29-33,1-8,0,0,0
2005043,V,01/01/1970,14,50,47,44,36,3,5,14-36-44-47-50,3-5,0,0,0
2005044,V,01/01/1970,38,42,36,37,26,2,6,26-36-37-38-42,2-6,0,0,0
2005045,V,01/01/1970,41,16,36,42,15,5,3,15-16-36-41-42,3-5,0,1,45117030
2005046,V,01/01/1970,34,17,18,48,25,3,2,17-18-25-34-48,2-3,0,0,0
2005047,V,01/01/1970,27,39,47,6,1,6,1,1-6-27-39-47,1-6,0,0,0
2005048,V,01/01/1970,1,30,20,9,23,4,7,1-9-20-23-30,4-7,0,0,0
2005049,V,01/01/1970,11,42,38,35,18,1,5,11-18-35-38-42,1-5,0,0,0
2005050,V,01/01/1970,2,18,3,15,32,7,6,2-3-15-18-32,6-7,0,0,0
2005051,V,01/01/1970,31,42,37,36,15,1,7,15-31-36-37-42,1-7,0,0,0
2005052,V,01/01/1970,19,45,43,8,16,1,4,8-16-19-43-45,1-4,0,0,0
2006001,V,01/01/1970,6,26,14,9,2,4,5,2-6-9-14-26,4-5,0,0,0
2006002,V,01/01/1970,12,19,33,34,8,1,6,8-12-19-33-34,1-6,0,0,0
2006003,V,01/01/1970,15,12,50,33,44,6,2,12-15-33-44-50,2-6,0,0,0
2006004,V,01/01/1970,9,21,15,40,49,4,1,9-15-21-40-49,1-4,0,0,0
2006005,V,01/01/1970,30,39,9,21,50,3,1,9-21-30-39-50,1-3,2,3,61191026
2006006,V,01/01/1970,5,38,6,48,50,6,7,5-6-38-48-50,6-7,0,0,0
2006007,V,01/01/1970,4,23,38,24,26,4,2,4-23-24-26-38,2-4,0,1,27813382
2006008,V,01/01/1970,18,19,1,47,11,7,3,1-11-18-19-47,3-7,0,0,0
2006009,V,01/01/1970,5,44,10,8,3,3,5,3-5-8-10-44,3-5,0,0,0
2006010,V,01/01/1970,1,33,21,45,49,4,8,1-21-33-45-49,4-8,0,0,0
2006011,V,01/01/1970,50,44,5,45,32,7,1,5-32-44-45-50,1-7,0,0,0
2006012,V,01/01/1970,17,47,28,33,35,4,9,17-28-33-35-47,4-9,0,0,0
2006013,V,01/01/1970,50,3,45,20,31,7,6,3-20-31-45-50,6-7,0,1,75753123
2006014,V,01/01/1970,13,12,29,50,44,4,5,12-13-29-44-50,4-5,0,0,0
2006015,V,01/01/1970,34,35,26,16,49,6,2,16-26-34-35-49,2-6,0,1,25915863
2006016,V,01/01/1970,46,1,22,20,37,1,9,1-20-22-37-46,1-9,0,0,0
2006017,V,01/01/1970,17,5,33,22,10,7,5,5-10-17-22-33,5-7,1,4,6452983
2006018,V,01/01/1970,8,50,16,4,14,9,3,4-8-14-16-50,3-9,0,0,0
2006019,V,01/01/1970,23,5,20,34,50,1,5,5-20-23-34-50,1-5,0,2,12820188
2006020,V,01/01/1970,49,34,25,3,5,8,5,3-5-25-34-49,5-8,0,1,15000000
2006021,V,01/01/1970,21,41,12,2,49,3,7,2-12-21-41-49,3-7,0,2,7500000
2006022,V,01/01/1970,41,7,48,27,8,6,1,7-8-27-41-48,1-6,0,0,0
2006023,V,01/01/1970,3,34,39,15,12,4,6,3-12-15-34-39,4-6,0,0,0
2006024,V,01/01/1970,26,36,1,16,30,9,3,1-16-26-30-36,3-9,0,0,0
2006025,V,01/01/1970,44,30,9,21,43,9,1,9-21-30-43-44,1-9,0,0,0
2006026,V,01/01/1970,16,6,15,40,43,1,2,6-15-16-40-43,1-2,0,0,0
2006027,V,01/01/1970,35,9,7,43,18,7,5,7-9-18-35-43,5-7,0,2,34204133
2006028,V,01/01/1970,1,31,7,17,36,8,2,1-7-17-31-36,2-8,0,0,0
2006029,V,01/01/1970,50,4,38,2,9,8,6,2-4-9-38-50,6-8,0,1,25042525
2006030,V,01/01/1970,3,43,29,8,12,6,7,3-8-12-29-43,6-7,0,0,0
2006031,V,01/01/1970,26,15,32,14,1,7,3,1-14-15-26-32,3-7,0,0,0
2006032,V,01/01/1970,47,31,46,28,27,5,2,27-28-31-46-47,2-5,0,0,0
2006033,V,01/01/1970,37,40,50,12,39,1,2,12-37-39-40-50,1-2,0,0,0
2006034,V,01/01/1970,47,10,28,48,40,8,6,10-28-40-47-48,6-8,1,1,57414511
2006035,V,01/01/1970,25,50,7,45,3,9,6,3-7-25-45-50,6-9,0,0,0
2006036,V,01/01/1970,12,10,32,33,1,8,1,1-10-12-32-33,1-8,0,0,0
2006037,V,01/01/1970,10,49,26,6,16,7,9,6-10-16-26-49,7-9,0,0,0
2006038,V,01/01/1970,30,45,49,29,10,8,3,10-29-30-45-49,3-8,0,0,0
2006039,V,01/01/1970,1,3,24,6,18,5,8,1-3-6-18-24,5-8,0,0,0
2006040,V,01/01/1970,5,35,11,22,38,7,8,5-11-22-35-38,7-8,0,0,0
2006041,V,01/01/1970,2,32,38,41,25,5,3,2-25-32-38-41,3-5,0,0,0
2006042,V,01/01/1970,10,34,47,19,45,6,3,10-19-34-45-47,3-6,0,0,0
2006043,V,01/01/1970,3,50,44,4,8,8,7,3-4-8-44-50,7-8,0,0,0
2006044,V,01/01/1970,13,11,44,24,49,9,3,11-13-24-44-49,3-9,0,0,0
2006045,V,01/01/1970,36,30,14,27,21,2,3,14-21-27-30-36,2-3,0,0,0
2006046,V,01/01/1970,36,12,33,22,32,2,6,12-22-32-33-36,2-6,0,0,0
2006047,V,01/01/1970,8,5,40,25,17,5,1,5-8-17-25-40,1-5,0,2,7500000
2006048,V,01/01/1970,16,37,8,41,4,2,5,4-8-16-37-41,2-5,0,0,0
2006049,V,01/01/1970,47,36,17,16,18,1,2,16-17-18-36-47,1-2,0,0,0
2006050,V,01/01/1970,35,37,9,42,23,3,7,9-23-35-37-42,3-7,0,0,0
2006051,V,01/01/1970,20,11,43,9,38,2,3,9-11-20-38-43,2-3,0,0,0
2006052,V,01/01/1970,14,9,6,13,35,3,4,6-9-13-14-35,3-4,0,0,0
2007001,V,01/01/1970,17,45,36,29,19,6,5,17-19-29-36-45,5-6,2,2,39156078
2007002,V,01/01/1970,14,8,25,19,11,3,5,8-11-14-19-25,3-5,0,1,15000000
2007003,V,01/01/1970,27,5,13,33,42,4,2,5-13-27-33-42,2-4,0,1,15000000
2007004,V,01/01/1970,38,11,23,15,30,4,9,11-15-23-30-38,4-9,0,0,0
2007005,V,01/01/1970,36,14,27,23,30,1,6,14-23-27-30-36,1-6,0,1,27173863
2007006,V,01/01/1970,36,16,46,30,14,8,2,14-16-30-36-46,2-8,0,1,100000000
2007007,V,01/01/1970,19,39,20,50,8,6,9,8-19-20-39-50,6-9,0,0,0
2007008,V,01/01/1970,20,2,22,18,15,5,2,2-15-18-20-22,2-5,0,0,0
2007009,V,01/01/1970,3,16,48,34,38,8,5,3-16-34-38-48,5-8,0,2,21100851
2007010,V,01/01/1970,43,25,3,2,48,9,6,2-3-25-43-48,6-9,0,0,0
2007011,V,01/01/1970,45,4,31,49,14,9,4,4-14-31-45-49,4-9,0,0,0
2007012,V,01/01/1970,43,17,5,40,13,3,1,5-13-17-40-43,1-3,0,1,41023864
2007013,V,01/01/1970,19,9,46,17,41,1,8,9-17-19-41-46,1-8,0,0,0
2007014,V,01/01/1970,41,48,29,23,15,6,3,15-23-29-41-48,3-6,1,1,26945909
2007015,V,01/01/1970,20,41,38,7,25,3,7,7-20-25-38-41,3-7,0,1,15000000
2007016,V,01/01/1970,41,26,32,45,23,3,7,23-26-32-41-45,3-7,0,0,0
2007017,V,01/01/1970,44,18,7,36,27,1,2,7-18-27-36-44,1-2,0,0,0
2007018,V,01/01/1970,17,41,35,6,45,1,5,6-17-35-41-45,1-5,0,0,0
2007019,V,01/01/1970,12,26,49,7,29,6,2,7-12-26-29-49,2-6,3,3,17782555
2007020,V,01/01/1970,49,37,34,26,39,2,6,26-34-37-39-49,2-6,0,1,15000000
2007021,V,01/01/1970,49,26,50,29,25,8,7,25-26-29-49-50,7-8,0,1,15000000
2007022,V,01/01/1970,22,41,42,37,6,6,9,6-22-37-41-42,6-9,1,1,15000000
2007023,V,01/01/1970,15,17,25,45,1,8,2,1-15-17-25-45,2-8,0,0,0
2007024,V,01/01/1970,5,14,40,7,21,3,8,5-7-14-21-40,3-8,0,1,26938896
2007025,V,01/01/1970,22,17,16,11,34,5,6,11-16-17-22-34,5-6,0,0,0
2007026,V,01/01/1970,28,8,33,45,12,1,3,8-12-28-33-45,1-3,0,0,0
2007027,V,01/01/1970,39,41,4,19,5,9,8,4-5-19-39-41,8-9,0,0,0
2007028,V,01/01/1970,13,9,31,15,48,6,3,9-13-15-31-48,3-6,0,1,56945074
2007029,V,01/01/1970,50,26,10,21,25,9,4,10-21-25-26-50,4-9,0,0,0
2007030,V,01/01/1970,4,29,21,1,41,8,7,1-4-21-29-41,7-8,0,0,0
2007031,V,01/01/1970,41,33,37,30,10,1,8,10-30-33-37-41,1-8,0,0,0
2007032,V,01/01/1970,40,43,49,42,23,6,2,23-40-42-43-49,2-6,0,1,52630236
2007033,V,01/01/1970,2,13,42,3,38,7,8,2-3-13-38-42,7-8,0,0,0
2007034,V,01/01/1970,16,3,42,1,48,2,3,1-3-16-42-48,2-3,0,0,0
2007035,V,01/01/1970,22,37,23,18,6,6,5,6-18-22-23-37,5-6,0,1,39496528
2007036,V,01/01/1970,42,3,34,2,33,5,3,2-3-33-34-42,3-5,0,1,15000000
2007037,V,01/01/1970,33,29,5,9,11,7,9,5-9-11-29-33,7-9,0,0,0
2007038,V,01/01/1970,35,37,17,1,32,8,1,1-17-32-35-37,1-8,1,1,27247062
2007039,V,01/01/1970,22,34,44,30,35,4,5,22-30-34-35-44,4-5,0,0,0
2007040,V,01/01/1970,20,27,35,44,11,5,2,11-20-27-35-44,2-5,3,5,3000000
2007041,V,01/01/1970,36,47,21,32,46,3,4,21-32-36-46-47,3-4,0,2,7500000
2007042,V,01/01/1970,7,18,34,35,40,7,8,7-18-34-35-40,7-8,0,0,0
2007043,V,01/01/1970,20,7,38,40,43,8,1,7-20-38-40-43,1-8,0,0,0
2007044,V,01/01/1970,40,16,3,19,18,2,1,3-16-18-19-40,1-2,0,1,41136124
2007045,V,01/01/1970,14,25,36,5,22,6,5,5-14-22-25-36,5-6,1,2,7500000
2007046,V,01/01/1970,23,18,33,37,9,1,8,9-18-23-33-37,1-8,0,0,0
2007047,V,01/01/1970,22,2,48,29,10,9,3,2-10-22-29-48,3-9,1,1,27375964
2007048,V,01/01/1970,38,20,12,19,30,9,7,12-19-20-30-38,7-9,0,0,0
2007049,V,01/01/1970,48,43,4,2,32,1,7,2-4-32-43-48,1-7,0,1,27552424
2007050,V,01/01/1970,8,30,36,25,44,4,3,8-25-30-36-44,3-4,0,0,0
2007051,V,01/01/1970,37,7,44,28,9,7,6,7-9-28-37-44,6-7,0,1,27716872
2007052,V,01/01/1970,45,31,20,22,21,9,7,20-21-22-31-45,7-9,0,0,0
2008001,V,01/01/1970,41,24,10,12,25,3,5,10-12-24-25-41,3-5,0,0,0
2008002,V,01/01/1970,24,36,50,8,49,4,8,8-24-36-49-50,4-8,0,0,0
2008003,V,01/01/1970,46,40,16,14,23,8,4,14-16-23-40-46,4-8,0,0,0
2008004,V,01/01/1970,2,19,9,45,6,7,8,2-6-9-19-45,7-8,0,1,76611580
2008005,V,01/01/1970,30,49,45,47,22,4,9,22-30-45-47-49,4-9,0,0,0
2008006,V,01/01/1970,17,38,28,44,30,1,4,17-28-30-38-44,1-4,0,0,0
2008007,V,01/01/1970,27,45,12,29,46,7,4,12-27-29-45-46,4-7,0,0,0
2008008,V,01/01/1970,46,50,4,27,32,8,9,4-27-32-46-50,8-9,0,1,28912566
2008009,V,01/01/1970,37,47,49,40,12,9,2,12-37-40-47-49,2-9,1,1,15000000
2008010,V,01/01/1970,14,17,7,35,2,6,1,2-7-14-17-35,1-6,0,0,0
2008011,V,01/01/1970,13,48,35,21,25,4,8,13-21-25-35-48,4-8,1,1,28239959
2008012,V,01/01/1970,10,2,22,18,36,6,4,2-10-18-22-36,4-6,1,1,15000000
2008013,V,01/01/1970,39,9,29,5,17,3,6,5-9-17-29-39,3-6,0,0,0
2008014,V,01/01/1970,18,37,47,13,11,6,1,11-13-18-37-47,1-6,0,0,0
2008015,V,01/01/1970,50,30,25,45,6,5,7,6-25-30-45-50,5-7,0,0,0
2008016,V,01/01/1970,27,6,7,50,3,5,9,3-6-7-27-50,5-9,1,1,58367681
2008017,V,01/01/1970,4,30,26,19,27,8,3,4-19-26-27-30,3-8,0,0,0
2008018,V,01/01/1970,26,48,45,37,2,8,4,2-26-37-45-48,4-8,0,0,0
2008019,V,01/01/1970,8,9,42,40,45,7,6,8-9-40-42-45,6-7,0,0,0
2008020,V,01/01/1970,6,38,9,25,15,4,9,6-9-15-25-38,4-9,0,1,55609411
2008021,V,01/01/1970,5,38,9,19,21,1,7,5-9-19-21-38,1-7,1,4,3750000
2008022,V,01/01/1970,14,20,49,7,5,8,2,5-7-14-20-49,2-8,1,1,15000000
2008023,V,01/01/1970,21,40,19,50,7,2,9,7-19-21-40-50,2-9,0,0,0
2008024,V,01/01/1970,16,37,44,50,13,9,1,13-16-37-44-50,1-9,0,0,0
2008025,V,01/01/1970,11,8,36,37,45,3,5,8-11-36-37-45,3-5,0,0,0
2008026,V,01/01/1970,20,44,5,50,26,5,7,5-20-26-44-50,5-7,0,1,58278337
2008027,V,01/01/1970,19,22,48,7,27,7,5,7-19-22-27-48,5-7,0,1,15000000
2008028,V,01/01/1970,37,19,11,13,9,3,4,9-11-13-19-37,3-4,1,1,15000000
2008029,V,01/01/1970,16,14,44,10,29,6,5,10-14-16-29-44,5-6,0,1,15000000
2008030,V,01/01/1970,29,7,15,24,11,7,2,7-11-15-24-29,2-7,0,0,0
2008031,V,01/01/1970,25,40,22,50,1,1,8,1-22-25-40-50,1-8,0,0,0
2008032,V,01/01/1970,15,5,16,45,4,7,4,4-5-15-16-45,4-7,0,0,0
2008033,V,01/01/1970,18,11,17,26,31,6,5,11-17-18-26-31,5-6,0,0,0
2008034,V,01/01/1970,50,27,29,39,7,7,5,7-27-29-39-50,5-7,0,0,0
2008035,V,01/01/1970,2,20,37,25,39,8,5,2-20-25-37-39,5-8,0,0,0
2008036,V,01/01/1970,17,12,39,16,7,3,8,7-12-16-17-39,3-8,0,2,59674853
2008037,V,01/01/1970,23,33,37,19,50,7,3,19-23-33-37-50,3-7,0,1,15000000
2008038,V,01/01/1970,14,16,19,31,20,9,6,14-16-19-20-31,6-9,0,0,0
2008039,V,01/01/1970,31,29,33,14,37,2,1,14-29-31-33-37,1-2,0,0,0
2008040,V,01/01/1970,4,38,13,19,23,2,3,4-13-19-23-38,2-3,0,0,0
2008041,V,01/01/1970,15,31,22,4,41,6,1,4-15-22-31-41,1-6,0,1,29068081
2008042,V,01/01/1970,50,12,10,3,42,1,5,3-10-12-42-50,1-5,0,0,0
2008043,V,01/01/1970,45,7,15,16,17,6,9,7-15-16-17-45,6-9,0,0,0
2008044,V,01/01/1970,34,25,3,41,18,5,2,3-18-25-34-41,2-5,0,2,21415653
2008045,V,01/01/1970,9,1,17,12,18,3,4,1-9-12-17-18,3-4,1,1,15000000
2008046,V,01/01/1970,14,26,10,8,21,4,3,8-10-14-21-26,3-4,0,1,15000000
2008047,V,01/01/1970,50,49,21,9,14,8,3,9-14-21-49-50,3-8,0,0,0
2008048,V,01/01/1970,8,25,11,41,16,4,2,8-11-16-25-41,2-4,0,1,28044446
2008049,V,01/01/1970,35,8,21,45,4,5,8,4-8-21-35-45,5-8,0,1,15000000
2008050,V,01/01/1970,2,19,42,28,49,7,2,2-19-28-42-49,2-7,0,2,7500000
2008051,V,01/01/1970,29,50,46,28,40,5,7,28-29-40-46-50,5-7,0,0,0
2008052,V,01/01/1970,44,26,2,1,50,1,7,1-2-26-44-50,1-7,0,0,0
2009001,V,01/01/1970,48,30,29,37,36,1,6,29-30-36-37-48,1-6,0,0,0
2009002,V,01/01/1970,22,7,15,28,48,4,1,7-15-22-28-48,1-4,0,1,57199762
2009003,V,01/01/1970,50,22,17,3,49,3,6,3-17-22-49-50,3-6,0,1,15000000
2009004,V,01/01/1970,36,49,33,40,32,2,8,32-33-36-40-49,2-8,0,0,0
2009005,V,01/01/1970,4,34,35,46,29,5,8,4-29-34-35-46,5-8,1,1,28407448
2009006,V,01/01/1970,36,30,20,40,10,3,5,10-20-30-36-40,3-5,0,2,7500000
2009007,V,01/01/1970,33,36,40,22,42,1,2,22-33-36-40-42,1-2,0,0,0
2009008,V,01/01/1970,13,48,9,12,14,1,2,9-12-13-14-48,1-2,0,0,0
2009009,V,01/01/1970,9,44,5,37,45,9,6,5-9-37-44-45,6-9,0,0,0
2009010,V,01/01/1970,13,35,25,17,19,5,6,13-17-19-25-35,5-6,1,2,50000000
2009011,V,01/01/1970,36,42,26,12,24,1,4,12-24-26-36-42,1-4,0,0,0
2009012,V,01/01/1970,31,12,35,23,16,4,6,12-16-23-31-35,4-6,0,2,14858752
2009013,V,01/01/1970,25,42,36,33,38,6,7,25-33-36-38-42,6-7,0,0,0
2009014,V,01/01/1970,46,24,32,20,2,1,9,2-20-24-32-46,1-9,0,0,0
2009015,V,01/01/1970,37,14,9,46,16,2,4,9-14-16-37-46,2-4,0,0,0
2009016,V,01/01/1970,7,4,21,44,47,1,5,4-7-21-44-47,1-5,0,0,0
2009017,V,01/01/1970,21,4,24,14,41,5,8,4-14-21-24-41,5-8,0,0,0
2009018,V,01/01/1970,38,47,31,19,5,3,5,5-19-31-38-47,3-5,0,0,0
2009019,V,01/01/1970,4,29,23,31,24,9,8,4-23-24-29-31,8-9,0,1,126231764
2009020,V,01/01/1970,19,8,42,18,20,5,9,8-18-19-20-42,5-9,1,1,15000000
2009021,V,01/01/1970,43,4,14,33,13,6,1,4-13-14-33-43,1-6,0,0,0
2009022,V,01/01/1970,30,47,2,37,5,6,3,2-5-30-37-47,3-6,0,0,0
2009023,V,01/01/1970,35,19,40,26,11,2,5,11-19-26-35-40,2-5,0,0,0
2009024,V,01/01/1970,50,14,6,16,34,6,4,6-14-16-34-50,4-6,0,2,29430608
2009025,V,01/01/1970,20,17,16,4,29,7,5,4-16-17-20-29,5-7,0,1,15000000
2009026,V,01/01/1970,21,6,11,39,30,8,2,6-11-21-30-39,2-8,0,0,0
2009027,V,01/01/1970,29,47,46,34,21,6,8,21-29-34-46-47,6-8,0,0,0
2009028,V,01/01/1970,42,20,6,16,46,1,6,6-16-20-42-46,1-6,0,0,0
2009029,V,01/01/1970,17,50,8,2,32,3,7,2-8-17-32-50,3-7,0,1,57528118
2009030,V,01/01/1970,15,47,35,25,14,9,5,14-15-25-35-47,5-9,0,0,0
2009031,V,01/01/1970,26,9,20,21,5,6,3,5-9-20-21-26,3-6,0,0,0
2009032,V,01/01/1970,22,10,31,24,20,7,2,10-20-22-24-31,2-7,0,0,0
2009033,V,01/01/1970,30,5,8,49,24,9,3,5-8-24-30-49,3-9,0,0,0
2009034,V,01/01/1970,16,42,31,7,4,5,3,4-7-16-31-42,3-5,1,2,37570330
2009035,V,01/01/1970,37,41,49,36,8,7,5,8-36-37-41-49,5-7,0,0,0
2009036,V,01/01/1970,20,39,6,9,38,9,3,6-9-20-38-39,3-9,0,0,0
